AttachmentId,FileName,ClientId,MatterId,Length,EmailId,Sent,Subject,Sender,AnomalyType,AnomalyName
1322,Sapiente aliquid adipisci aut et dolor.docx,HARVEYOKONANDTOY,75006741,61402112,440,15/01/2017 04:32:43,At culpa exercitationem tenetur eum ut.,nedra.pfeffer@tremblayhamill.org,3,Matter attachment to non-corporate domain
1323,Et consequatur corporis tenetur.png,HARVEYOKONANDTOY,75006741,102836224,440,15/01/2017 04:32:43,At culpa exercitationem tenetur eum ut.,nedra.pfeffer@tremblayhamill.org,3,Matter attachment to non-corporate domain
1324,Modi est quae deleniti maxime quis excepturi.zip,TOWNEINC,48188332,10256384,441,17/01/2017 11:26:26,Non dicta voluptatem.,luigi.hahn@tremblayhamill.org,3,Matter attachment to non-corporate domain
1325,Mollitia assumenda accusantium sit suscipit sit omnis nihil minus.docx,TOWNEINC,48188332,103362560,441,17/01/2017 11:26:26,Non dicta voluptatem.,luigi.hahn@tremblayhamill.org,3,Matter attachment to non-corporate domain
1326,Voluptas doloremque blanditiis beatae repellendus ad autem reprehenderit facilis atque.docx,TOWNEINC,48188332,9500672,441,17/01/2017 11:26:26,Non dicta voluptatem.,luigi.hahn@tremblayhamill.org,3,Matter attachment to non-corporate domain
1327,Sunt doloribus et odio sed vero vel ut.docx,TOWNEINC,48188332,42791936,441,17/01/2017 11:26:26,Non dicta voluptatem.,luigi.hahn@tremblayhamill.org,3,Matter attachment to non-corporate domain
1328,Minima dolorem cum doloremque voluptas saepe dolores illo.pptx,TOWNEINC,48188332,69970944,441,17/01/2017 11:26:26,Non dicta voluptatem.,luigi.hahn@tremblayhamill.org,3,Matter attachment to non-corporate domain
1329,Quaerat maiores velit amet.jpg,MERTZWILDERMAN,56297395,80177152,442,19/01/2017 05:13:40,Officia labore omnis mollitia sequi aut tempore dolorum.,orpha.medhurst@tremblayhamill.org,3,Matter attachment to non-corporate domain
1330,Commodi minus quibusdam et mollitia ut veritatis facere.xls,MERTZWILDERMAN,56297395,97515520,442,19/01/2017 05:13:40,Officia labore omnis mollitia sequi aut tempore dolorum.,orpha.medhurst@tremblayhamill.org,3,Matter attachment to non-corporate domain
1331,Et et recusandae accusamus quibusdam qui aspernatur et nostrum.png,DICKIDIBBERT,00508424,95576064,443,19/01/2017 11:35:49,Voluptatum assumenda rerum dolorum dolorem quis eos iste ab expedita.,uriah.schoen@tremblayhamill.org,3,Matter attachment to non-corporate domain
